Alpha_Metric,Beta_Metric
0.22099076269423917,-0.15079135448062836
0.34905178314857777,0.13160878035426773
0.37928318437227837,0.21392669929237673
0.4074922698742248,0.2510794970315107
0.47270862628929217,0.2968438800940663
0.5292323167286075,0.3337104465849059
0.551370603305299,0.34950970958252947
0.572822044678637,0.36595470895748866
0.5644496256783016,0.37122089876204234
0.549555278240849,0.3619246498712582
0.5360214949217275,0.3545616086047799
0.5241687696876874,0.35645785163633426
0.5178130605859014,0.3513906909707667
0.5008376147939583,0.3567119821238097
0.4799769296058808,0.36499820082687223
0.4614201842287758,0.372687088000206
0.46200332651977066,0.3807367691627469
0.47494673498229484,0.3997181264801744
0.48399697231944255,0.417615553063863
0.4823271717205135,0.4257774131282886
0.47587768312412065,0.4301097745426259
0.48488642829363765,0.44202983962424597
0.4978223278641844,0.43920305792786046
0.5061698270417023,0.4336206459753487
0.4984518435325694,0.42391755758915395
0.4718183475730348,0.407761872933608
0.4475419905522566,0.39112330369262976
0.4190163727023521,0.3719354368587878
0.3794026429111912,0.344976979288164
0.3526146553785928,0.3224913006554006
0.3280228939292311,0.3085574640161927
0.31220486544547754,0.29301609652409444
0.30265312503479075,0.2711295435257198
0.2922420670776344,0.26419559348960436
0.2863729056306419,0.25149747453182775
0.3159277923413902,0.21779457825152967
0.35899644724399954,0.1982186772498897
0.37886003723816125,0.18079331854460762
0.3680185496536744,0.13483360020670299
0.35287447238846514,0.09667798328906149
0.34880674290163066,0.09332967551192849
0.3613155750964208,0.10567532934866775
0.37062010227003334,0.12947981355669957
0.3715582794187819,0.15058668439524103
0.3847087890244951,0.1665149326093445
0.4177910877985349,0.1882936585676545
0.45065119494980727,0.21631094666678852
0.4674971191890925,0.24508122751414813
0.5045031834387722,0.2871841258488573
0.5457668479191125,0.3277685808262124
0.5715392383064758,0.3525634568311259
0.5943907137457446,0.37937858913662825
0.5991581766557073,0.40669006040459504
0.6169664648521896,0.43046608748093185
0.6378877013832738,0.4522242657327201
0.650304311660631,0.4512078667812027
0.6303227471124722,0.4608377618747101
0.6109563523256503,0.4735022847115796
0.5805275400752228,0.5000957390284204
0.5695114709297735,0.54901796497215
0.5673421275391549,0.592897676328227
0.5850316114253878,0.6082206463350207
0.5896868812280793,0.5853471569821005
0.5790282111469786,0.5659770017417234
0.5575923695952698,0.564962045075501
0.5374755480806197,0.5835494364921784
0.512908581745368,0.5840673405492606
0.48590843469181405,0.5656657590803419
0.47393192577466614,0.5391168773856607
0.4514125209031687,0.5131744673007544
0.4396613159716704,0.5062461042424267
0.4555565029656608,0.5186189997895478
0.46787743530224885,0.5116469935262095
0.4855778798959471,0.4967734033475486
0.46609361872177246,0.46107677766564215
0.44332523699947357,0.42757958939931423
0.44702894270335025,0.4265036117755746
0.445374250791885,0.43035062420276454
0.43544821954178997,0.4299632717471561
0.45089309196319166,0.4334869887184921
0.45461380090067394,0.43345078859976693
0.45327886325780714,0.40834970528553816
0.4440554841215911,0.3765755421927572
0.4373004186437427,0.3511422971596263
0.44626018782559934,0.33611065358948317
0.44601678720505894,0.3231699169696767
0.42788388533800753,0.3172330248304846
0.4034414767929445,0.3046421759134493
0.3896386038047079,0.29511694387214055
0.3858701818743345,0.2990612027928788
0.38423333691089057,0.30289128505204527
0.38750804190494714,0.302474559461295
0.38912574047389625,0.30637395972407255
0.4027799064894759,0.3184884958532374
0.40646016109773936,0.3261883319771624
0.436270784047965,0.3461084801281597
0.44856606473005683,0.34443896579937766
0.4326279928104454,0.3126240686560806
0.4265282233706232,0.2938801776841048
0.43120081859008974,0.27210704735652164
0.4299779015391464,0.2311431740469004
0.43460008776716336,0.20082200451328835
0.4228620142270253,0.19153897738720035
0.41228249629018404,0.19398201870369958
0.4156475210019662,0.20554232584044324
0.4444412100233621,0.2320511852986587
0.4979218766112842,0.26197475450470326
0.5540286678811833,0.2756711214221524
0.591681179301389,0.2935738163048334
0.6248582735998155,0.30662597302744254
0.619313467656553,0.3004994417422982
0.6110074374024391,0.2919964447708826
0.6185567017095654,0.2758073438568914
0.6474789532101064,0.2513904254641852
0.661040856296313,0.23516545156381505
0.6584303108030242,0.23648230649977872
0.6136626162224947,0.23909485319992566
0.590369528526882,0.2534378359928662
0.6039015065646756,0.2821991279075699
0.6177607892788249,0.3077249467409236
0.621242872852375,0.338731494624158
0.6338491423289114,0.3768795762578083
0.6685305970100343,0.39942877027086215
0.7274679613511833,0.4091290804602913
0.7492497300312904,0.39403100184270834
0.7120614618175923,0.3657442254535215
0.6492311239831758,0.3402039198791554
0.6004543779761361,0.32786775372414506
0.5530698260021496,0.31690127615403396
0.5068725988822724,0.3045593230428499
0.4617324084950749,0.28292059563550803
0.4394722383549698,0.26000294638148636
0.43544771913162345,0.24493385481847368
0.41573480366139914,0.23797815859114044
0.3570155678665217,0.23344505012681788
0.33165913530264113,0.23207221990929047
0.330230381599035,0.22946240331888043
0.3397748375695006,0.23128320778824463
0.34336424695479,0.22752037629047203
0.33211249812956234,0.21828759290670477
0.3136021534914982,0.2093966688697546
0.31414873351552236,0.206593604024807
0.32249919598742255,0.216148073056336
0.3119014620276755,0.22413997879482486
0.2920920387269704,0.23558818751433871
0.27841475455144593,0.26161888811237466
0.27495279683574103,0.28769846721736647
0.2737542516481236,0.2832012075344803
0.2728649695833481,0.26445982769545706
0.3012817948609724,0.2780125084051155
0.349406037500199,0.30450837880401055
