Alpha_Metric,Beta_Metric
-0.3004856019468543,2.3659820196904477
0.0489004610105046,-1.092320034403321
0.1755274712834345,0.15668188134404543
0.20256700943272452,0.3124086652732955
0.2869289162862439,0.43024556918835566
0.3578921098725137,0.4963092129195023
0.39683983103079123,0.5218852416057785
0.42203788915152046,0.5481525366074406
0.43292858769393144,0.5916882639341956
0.4571284633380893,0.6268715528500771
0.49037901912409915,0.6687673295361115
0.5360917821029693,0.701080895253425
0.5686317268786204,0.721412866672074
0.5826123425684476,0.7299048505597193
0.5691759810629936,0.7300909770214452
0.5587629821899838,0.7427631336754033
0.5476543587487986,0.7575065022481537
0.5256355897374702,0.7628518107992035
0.5020194794251022,0.7552936797073002
0.5042292645070129,0.7509745949217937
0.5089752217700858,0.7416116227854518
0.5346813547049811,0.7377031694269996
0.5454861144773804,0.7214719763555567
0.5535001676993925,0.7160836683687393
0.5640880600649147,0.711550207054901
0.5557489446597053,0.6977987686012246
0.5505711511536273,0.7065428266926891
0.5543461054761748,0.7277195464212377
0.5607164321736218,0.7387868498259846
0.5665434321633551,0.7331520689013654
0.5644199359093115,0.7339251374280044
0.5543936476208985,0.7332146939354978
0.5263515760500436,0.7296620327598311
0.5087671266354233,0.7263604805113579
0.5062088707063693,0.7265020686388349
0.5115743104364527,0.7280387982616213
0.5175154245950655,0.7183601306022264
0.5302122928164821,0.7074511105739972
0.5462815238728951,0.7014005840619935
0.5681348881087873,0.7059794199778826
0.5748932820054845,0.7155898882320225
0.5707828186276708,0.7274888340107585
0.5747797489162539,0.7453015095904935
0.579888790065613,0.7671763703507681
0.581743745307153,0.7844802657773657
0.5931267929148968,0.8008474862992367
0.610043443201614,0.8363483191903706
0.6216687545951008,0.8498813734353491
0.6230665814309432,0.8394041116823958
0.619675041877372,0.832033876578576
0.62047719712752,0.836379726848162
0.6214128783638693,0.8240986546427993
0.6298140343584414,0.8099953535052792
0.648983095019703,0.8030719563575683
0.6516002677978827,0.7953944093960075
0.6292484405718654,0.7907538523715902
0.6118233502956786,0.791234257375523
0.5984284484635004,0.7981062329040489
0.5949626908389261,0.8018152474542094
0.6002438900046562,0.808033245245884
0.597419932195649,0.8108432445076144
0.5816078592623529,0.7927793124103986
0.5798826637793126,0.7672427738992964
0.5790742875289676,0.7497011934879411
0.5744879579245492,0.7397674652454601
0.5728513461909333,0.7370391491209821
0.563971057083159,0.7408700324212382
0.5500775973087053,0.7291129622628042
0.53502405633237,0.7115876245439292
0.5311266435082767,0.7013903306301308
0.5366793350727257,0.6992606044823094
0.5352800289628764,0.6958001765675856
0.5414433635092324,0.6959464417566545
0.5490626981996909,0.6927726533053499
0.555403454330321,0.6876430695164688
0.5701910136759221,0.682631492070145
0.5968809481294803,0.6722470547577617
0.6149907996512748,0.6568543351524669
0.6352048155774148,0.6486517148778985
0.6431608762717246,0.6461743996985319
0.6451871702978885,0.6408488242449604
0.6538609717004138,0.6359884862489571
0.675143017189933,0.6399605697445501
0.6852277098544675,0.6468537295432274
0.6951102177511116,0.6473806260487742
0.7095387485028101,0.6474996223478073
0.7147059084754477,0.6466889221059583
0.7096023650824222,0.6369915210753337
0.7041307012395007,0.6206852698964785
0.6987802182978468,0.6148355792144825
0.6873742811103543,0.61329639879712
0.6713890858352954,0.6010708708148558
0.6702308045915278,0.5887413912605644
0.6649816102744391,0.5858590932762474
0.6511915963621258,0.5899912632677621
0.6287850608538255,0.5973212800865322
0.6109863280020172,0.6068337543466038
0.5978161289083441,0.6219754354656022
0.6023267163510753,0.6316481756860087
0.6013204703134178,0.6360592487859015
0.5950210669495953,0.6367192982271582
0.5839033065475095,0.6291836797280417
0.5685005440113702,0.6172534750245874
0.5567369456367801,0.6186349660761492
0.5526149088682147,0.627630187539566
0.5397625575342221,0.6307023628125331
0.5252878289676852,0.6282791891127006
0.5170222640157258,0.626292761943496
0.5229208294925916,0.62680823968059
0.5402103847353498,0.6367783780565341
0.5670054532059273,0.6432829064463627
0.5855693531096912,0.6427586018511716
0.5883614194346913,0.641382841446335
0.5880138993770101,0.6466190620255589
0.5759434492047828,0.6449812951550721
0.5578605461213798,0.6326070788551226
0.5715809500850971,0.6247143382789493
0.594254830782001,0.6291733783402081
0.6121539697181391,0.6292491207849786
0.6072871779614856,0.6315809235891945
0.5939443614660684,0.6200265272743674
0.5736983839615691,0.6106815232062593
0.5688160186921487,0.6059931851359929
0.5719792137548909,0.6038702066874944
0.5719075223976108,0.5898294348252103
0.5684238445968713,0.5748498881754399
0.554232365895232,0.57221875258619
0.5391154472281391,0.5805188239156891
0.5166235493185702,0.5815185329327153
0.5029984501965894,0.5823117118116214
0.4860926410303231,0.5845144288421946
0.4674879500133142,0.5832563366694122
0.4528011811986407,0.5780161239076932
0.4606520824495905,0.581144867881298
0.4712646548629911,0.5814793604239186
0.48791985314477754,0.5839167201695544
0.5100979317378321,0.5923911188271969
0.5170977645032043,0.5954862430458013
0.509621423059353,0.5859818538393675
0.4945791255291674,0.5724485013212199
0.4867098080265672,0.56736359654578
0.48630323963516287,0.5727840021198087
0.4941941123695282,0.5693710234495555
0.4918801010969378,0.5780475246891769
0.47726099750004325,0.5952757279406545
0.46330207258504147,0.6222278446011889
0.46250708836494253,0.6455137315499135
0.48384890783572887,0.6540265306188543
0.4859605766189926,0.646498669544349
0.5099521968191344,0.6345785304285024
0.529853722462549,0.6180335799127892
