Alpha_Metric,Beta_Metric
-0.6828067441671274,3.1144077725408517
-0.16948746970436948,-23.020262349722906
0.07190758593838058,-2.1989738142021147
0.2637896102373895,-0.7018401567735537
0.34554582186526983,-0.26888298347395473
0.461649769838445,-0.1552365020297144
0.5158246458013931,-0.1247137525637295
0.5395390927985552,-0.06631640767525607
0.6233137263461157,-0.006313046166323894
0.6796630107284111,0.0352749042440577
0.7013403015079283,0.06432317132441573
0.6573534272513952,0.06641685912587408
0.6572549763215513,0.06729490231849741
0.6575589229184193,0.06954099994649232
0.6815806633870286,0.060838544623972875
0.6919290563314191,0.04340980503294388
0.6896694615374667,0.03446683365752093
0.6764115612089143,0.04160426317458596
0.6579638612683206,0.0489966218309374
0.6459197426454414,0.04298956435212638
0.6335778299689254,0.0345303253281363
0.7034427735421328,0.08375185084947544
0.7485364411374836,0.10526044029190551
0.7408577443315988,0.10843962331580792
0.6830823432890887,0.10284298002749409
0.6327038200398163,0.09453868450880752
0.5924166584675563,0.09240080626109991
0.5711512373641543,0.08685612092819442
0.5640315404313546,0.07494748130979745
0.5481462346992484,0.06584515365710067
0.5266485266374497,0.05647674158797601
0.5279340297322791,0.04415435294814053
0.544639983387303,0.038911996152764194
0.5432725946240654,0.03128524215309933
0.5417028478223996,0.022935816623546254
0.5209281694899299,0.02688750790558297
0.524061032402271,0.04161555524358315
0.5421373151133518,0.0536511489666179
0.5702502173758514,0.0545103213573739
0.5935765381747898,0.04925483002370636
0.5987854512554994,0.05034083157402384
0.5874804107835576,0.053335434982858
0.55480231945673,0.0421610697771112
0.533059231629142,0.033419429994868854
0.5377483558957761,0.027995853142548068
0.5574631629218249,0.025212882227782736
0.6071588578505059,0.028970437103652436
0.6146615687832416,0.02835044109041369
0.6052344331404191,0.032828373281891934
0.5806266556473177,0.03579822252894601
0.5474106282746952,0.027238547636714603
0.569363937635091,0.01785356853599403
0.5826599879050699,0.02063640038939596
0.6084756969335989,0.02811388963428844
0.6170271668449107,0.02764943586415109
0.6079618558789417,0.02303002771691288
0.6010180546901785,0.027999726250488598
0.5635967856259488,0.02490088925853162
0.4879584710146301,0.017745344561073715
0.40054281855812385,0.0077129012165571545
0.3671898789718285,0.0006546921264474847
0.3756016020452149,0.00890670618614808
0.4289065528067739,0.021991674340841493
0.4875262960522318,0.029770136043843386
0.5122884539787255,0.017719253876756446
0.5085583794202225,0.009215309428136299
0.5351681201813796,0.010608449315079285
0.5521784116013002,0.016989565754359354
0.5930774927171298,0.02666553078803225
0.6392370342762146,0.03491454177853592
0.7043306477265819,0.032536812606056786
0.7563575884752771,0.02570658971667994
0.7146466594118833,0.019859244172130586
0.6473222108602555,0.018297604997315507
0.6067985596954821,0.0163296502240475
0.5911033146334875,0.01719894317997381
0.5937246702908022,0.029533117432286784
0.6078688675448105,0.03562128571357084
0.6029033291743285,0.043178474732572615
0.6242673888058523,0.03763315940594917
0.6644679823696871,0.03660993978312704
0.682619842284605,0.035259308032448235
0.6749503747115398,0.009194176158108629
0.644428892957441,-0.02163580760399432
0.6071379299986632,-0.04133303122058909
0.5746725546497417,-0.04987392037875802
0.5731292679859756,-0.05377877670378762
0.5534843878996306,-0.05061705240400241
0.5674473503934795,-0.05854370711994331
0.5821716050925686,-0.07936933752730659
0.592307365452246,-0.09863560395808273
0.5624901820502329,-0.10932496739324588
0.5231360550478223,-0.10878155957941268
0.5096070071453833,-0.1036004733610014
0.5032678777899816,-0.10536154854688629
0.4860114157858906,-0.10162735991443501
0.4722372214022617,-0.08862962565830002
0.458866217891404,-0.07976279244372762
0.451032750481532,-0.08314374153916247
0.4823784704832435,-0.09264579995652295
0.5064501505106265,-0.08757421918797713
0.5156711719288546,-0.07852504495202826
0.5231610251617239,-0.07302629814230223
0.5597440556987032,-0.060192920498202324
0.5801335061508955,-0.04508730832600639
0.5892468065205355,-0.04218004350520109
0.5960850142084584,-0.029300032627065403
0.6025658632479313,-0.014448094988440364
0.6194838823765477,-0.01353401119167949
0.6116866621696513,-0.020959147085248712
0.6248701615069941,-0.0301900976755894
0.6402362250887191,-0.0322230490600528
0.6595064435088669,-0.02331158870848225
0.682110980883679,-0.02021567080951381
0.7033912135064477,-0.02101596911382107
0.7574288716395443,-0.017504499714312012
0.8029722527023557,-0.018393595536162762
0.8303600985624927,-0.02425683131492057
0.8656952589543812,-0.031152791954969023
0.9016139689551017,-0.03168570913099131
0.8719027244098678,-0.029013038740769242
0.8537675045101322,-0.03089283415940827
0.8609753920955466,-0.029542634732298657
0.8699366589732284,-0.020456322175699815
0.8608466408142104,-0.019301484989515814
0.8907800641766099,-0.025898365263166582
0.9081358809715431,-0.02069463072426708
0.9237532244741058,-0.020935117736259123
0.9422988587067298,-0.02722855503493149
0.924481503516805,-0.038188523556183615
0.8872237212107837,-0.040825746821645525
0.8024557195857632,-0.0307154731331177
0.744277674520865,-0.022947593012649883
0.7157928141623762,-0.02649841358611246
0.7040009717954893,-0.03063981047280707
0.7280237163485651,-0.02884985675255595
0.7304661084140942,-0.02907543504317867
0.7462588539656011,-0.03835758072625007
0.771940745409571,-0.04346470269764182
0.7716931772733868,-0.04459181808332295
0.7617999611607985,-0.04829940805392009
0.7813197992345922,-0.04445348589059616
0.8125880732839365,-0.03154016785597562
0.8459840519233862,-0.023194749446757992
0.8636577148802644,-0.010234217307719388
0.8588779551948406,0.005918177446406786
0.8580319618264886,0.018272076247808848
0.9011884534379744,0.02629446282760093
0.9380703256019791,0.03133994323159329
0.9343305840527335,0.03941359364825563
0.9554512592503084,0.05039989652218077
